name,goals,assists,top_speed,total_minutes,distance,rating,rank
Denis Zakaria,1,0,33.13,0.4365558912386707,0.4456462212486309,4.157576463890627,3
Francisco Conceição,1,1,33.37,0.43051359516616317,0.3990963855421687,4.533232824920489,3
Qazim Laçi,1,0,31.65,0.4297583081570997,0.47686199342825847,4.150662745485899,3
Warren Zaïre-Emery,1,0,32.44,0.425226586102719,0.5125958378970428,4.136510869867832,3
Savinho,1,1,34.39,0.4093655589123867,0.41155531215772184,4.5658573141781655,3
Lucas Vázquez,1,1,32.39,0.4070996978851964,0.39204545454545453,4.582681975397316,3
Giuliano Simeone,1,2,35.74,0.4040785498489426,0.48891018619934284,4.860833060418246,3
Zeno Debast,1,1,33.88,0.40181268882175225,0.4027929901423878,4.585957297727042,3
Jerdy Schouten,1,0,33.05,0.40105740181268884,0.35809145673603504,4.281698888002015,3
Timothy Weah,1,1,33.92,0.39274924471299094,0.32694414019715223,4.651855174895031,3
Tigran Barseghyan,1,2,34.59,0.3904833836858006,0.3831462212486309,4.95455831923562,3
Ángel Di María,1,2,32.81,0.3859516616314199,0.3925930996714129,4.957215656120891,3
Josha Vagnoman,1,1,35.53,0.38444108761329304,0.4242196056955093,4.605598937820375,3
Miguel Gutiérrez,1,0,31.57,0.3806646525679758,0.4138828039430449,4.285164749752276,3
Leon Bailey,1,1,32.3,0.37386706948640486,0.3826670317634173,4.652465428093301,3
Matheus Nunes,1,3,36.28,0.37386706948640486,0.39861719605695517,5.310851122315621,2
Jhon Lucumi,1,0,32.66,0.37386706948640486,0.33563800657174153,4.348245642787231,3
Raphaël Guerreiro,1,0,31.78,0.3693353474320242,0.33029846659364737,4.36035816170563,3
Geny Catamo,1,1,34.06,0.3549848942598187,0.365553121577218,4.699651207602904,3
Chris Führich,1,0,32.76,0.3549848942598187,0.3530257393209201,4.373369330886202,3
Alexander Bah,1,2,33.76,0.3504531722054381,0.39314074479737127,5.025000953951559,2
Silvère Ganvoula,1,0,34.77,0.34290030211480366,0.31955093099671417,4.41796987277651,3
Gonçalo Inácio,1,0,32.79,0.3413897280966767,0.31332146768893754,4.42485268849076,3
Mohammed Salisu,1,0,31.23,0.3330815709969789,0.31133625410733845,4.442068738212562,3
Ronald Araújo,1,0,33.2,0.3323262839879154,0.21399233296823664,4.50576504453543,3
Conor Gallagher,1,1,32.85,0.3270392749244713,0.3878012048192771,4.739063237605709,3
Raoul Bellanova,1,0,35.03,0.32628398791540786,0.35809145673603504,4.425218323874872,3
Kyogo Furuhashi,1,0,34.05,0.3255287009063444,0.29627601314348306,4.466195928923696,3
Darwin Núñez,1,1,34.41,0.3240181268882175,0.36569003285870755,4.759001001750279,3
Kingsley Coman,1,0,35.42,0.3202416918429003,0.3499452354874042,4.442024958962815,3
Marko Tolić,1,1,31.96,0.31948640483383683,0.3174288061336254,4.798559812959284,3
Donny van de Beek,1,0,32.1,0.3149546827794562,0.3604189485213582,4.445475377256117,3
Davide Frattesi,1,0,32.53,0.31344410876132933,0.31373220153340636,4.478228621588786,3
Kevin Wimmer,1,0,31.08,0.31268882175226587,0.3093510405257393,4.482479848277452,3
Łukasz Łakomy,1,0,30.45,0.3081570996978852,0.365553121577218,4.455239549382046,3
Nahuel Molina,1,0,34.14,0.29531722054380666,0.31667579408543267,4.511138930494972,3
Deniz Undav,1,1,30.59,0.2938066465256798,0.29586527929901424,4.861638123319991,3
Mitchel Bakker,1,0,33.01,0.29154078549848944,0.30846111719605696,4.52364026575948,3
Fermín López,1,5,31.81,0.2854984894259819,0.18633625410733848,6.284793180937735,2
Thijs Dallinga,1,0,31.67,0.2824773413897281,0.3098986856516977,4.540117307208019,3
Riccardo Calafiori,1,1,32.52,0.28172205438066467,0.30579134720700984,4.878485954983433,3
Patrik Schick,1,0,32.95,0.2802114803625378,0.3069550930996714,4.546348662630796,3
Ermedin Demirović,1,0,32.27,0.27794561933534745,0.29299014238773274,4.5596276305875225,3
Álvaro Morata,1,1,33.72,0.2719033232628399,0.281078860898138,4.913134352224966,3
Adam Daghim,1,0,35.63,0.26963746223564955,0.3263280394304491,4.554256301007964,3
Jacob Ramsey,1,2,34.4,0.2688821752265861,0.22583515881708652,5.288551245012608,2
Juanpe,1,1,30.42,0.2673716012084592,0.2549972617743702,4.9385103903842795,3
Arnaut Danjuma,1,2,34.64,0.26586102719033233,0.2615690032858708,5.271499986851655,2
Rémy Cabella,1,1,31.1,0.26586102719033233,0.24555038335158821,4.947450583670553,3
Pierre Lees-Melou,1,0,32.25,0.2552870090634441,0.28703450164293537,4.6069267059386005,3
Ian Maatsen,1,0,33.66,0.2545317220543807,0.24924698795180725,4.632539640183592,3
Mathias Pereira Lage,1,0,32.8,0.25226586102719034,0.30852957283680177,4.598980437883622,3
Liam Scales,1,0,32.1,0.25226586102719034,0.25205366922234396,4.635093980371263,3
David López,1,0,30.57,0.25075528700906347,0.2573247535596933,4.634622765615302,3
Aleix García,1,0,31.57,0.24848942598187312,0.29223713033953996,4.616647104073635,3
Nicolás González,1,1,33.33,0.24848942598187312,0.15019167579408546,4.958229347770763,3
John Stones,1,1,32.23,0.24773413897280966,0.24876779846659366,4.980185796613162,3
Edon Zhegrova,1,1,33.41,0.24546827794561932,0.26773001095290255,4.972409474949822,3
Nordi Mukiele,1,1,32.09,0.2447129909365559,0.23576122672508218,5.005698380031185,2
Jakub Moder,1,0,31.28,0.2447129909365559,0.2957968236582695,4.621619312904357,3
Dani Olmo,1,1,30.5,0.24244712990936557,0.19160733844468786,5.026884917909845,2
Jack Grealish,1,0,31.91,0.24018126888217523,0.24445509309967148,4.6631479537035965,3
Samuel Iling-Junior,1,0,32.34,0.23489425981873113,0.24205914567360357,4.674827882284992,3
Mirko Ivanić,1,1,31.85,0.23413897280966767,0.24801478641840088,5.006761753398971,2
Marko Pjaca,1,3,31.54,0.2326283987915408,0.22337075575027385,5.694004806764385,2
Malick Thiaw,1,1,32.81,0.2273413897280967,0.22076944140197155,5.037231023217814,2
Mads Bidstrup,1,0,31.59,0.22583081570996977,0.32023548740416213,4.642234279941234,3
Nino Marcelli,1,1,32.41,0.22205438066465258,0.2489047097480833,5.029387751860436,2
Nathan Tella,1,0,33.51,0.22205438066465258,0.23315991237677988,4.705163252715757,3
Albion Rrahmani,1,0,31.75,0.21978851963746224,0.23336527929901427,4.709381004557404,3
Conrad Harder,1,0,33.25,0.2190332326283988,0.24377053669222346,4.704177049212942,3
Jorginho,1,0,28.2,0.21676737160120846,0.2303532311062432,4.717105825242516,3
Daniel Bragança,1,2,31.21,0.2122356495468278,0.2545180722891566,5.378936788186201,2
Kastriot Imeri,1,0,29.78,0.20619335347432025,0.22371303395399786,4.741647580159447,3
Mateo Kovačić,1,0,32.35,0.2054380664652568,0.22179627601314353,4.744322943175925,3
Eric Dier,1,0,31.15,0.19637462235649547,0.06058324205914568,4.864806986988871,3
Lazar Vujadin Samardžić,1,1,31.38,0.19184290030211482,0.24459200438116105,5.0901331641444845,2
Marlon,1,0,31.92,0.19108761329305135,0.19811062431544363,4.787012878182704,3
Soungoutou Magassa,1,0,31.12,0.1903323262839879,0.2263143483023001,4.7704276852057745,3
Amadou Onana,1,0,33.61,0.17824773413897282,0.11500547645125961,4.864799254742685,3
Julián Carranza,1,0,32.06,0.17220543806646527,0.21043263964950712,4.81537584160784,3
Julien Le Cardinal,1,0,32.15,0.1661631419939577,0.15313526834611174,4.8636122021577535,3
Tommaso Pobega,1,0,30.97,0.1608761329305136,0.17990142387732755,4.856644410618258,3
Victor Boniface,1,0,32.28,0.15634441087613293,0.1382803943044907,4.891957144710535,3
Zeki Amdouni,1,0,33.85,0.1540785498489426,0.1936610076670318,4.860893059891529,3
Fabian Rieder,1,3,31.82,0.1540785498489426,0.19455093099671414,5.863201549160877,2
Kyriani Sabbe,1,0,31.95,0.15332326283987915,0.1568318729463308,4.885893158264003,3
Samuel Mbangula,1,0,32.4,0.14274924471299094,0.12335706462212487,4.927594317611425,3
Takuya Ogiwara,1,0,32.23,0.14274924471299094,0.13143483023001098,4.92242898668592,3
Danylo Sikan,1,0,32.6,0.13972809667673716,0.1334200438116101,4.926958306035763,3
Marko Arnautović,1,0,33.16,0.12613293051359517,0.11076122672508215,4.967541939907687,3
Oleksandr Zinchenko,1,0,29.57,0.11933534743202417,0.12465772179627604,4.97170304119917,3
Dario Špikić,1,0,35.13,0.11253776435045318,0.1124726177437021,4.992542033021309,3
Arjan Malić,1,0,32.22,0.11102719033232628,0.10699616648411833,4.998943334835723,3
Eric García,1,0,29.94,0.10800604229607252,0.04134720700985762,5.046721357188947,2
Gustaf Nilsson,1,0,31.18,0.10498489425981875,0.12513691128148963,5.001059242579672,2
Nuno Santos,1,0,35.17,0.09667673716012085,0.08584337349397594,5.04001363217942,2
Angel Gomes,1,0,30.34,0.09441087613293052,0.09789156626506026,5.036658483596386,2
Idjessi Metsoko,1,0,33.36,0.08912386706948641,0.11082968236582696,5.0385330382175,2
Yussuf Poulsen,1,0,31.54,0.08836858006042296,0.1067223439211391,5.04260916894259,2
Daouda Guindo,1,0,31.71,0.08836858006042296,0.08899233296823658,5.053946632584164,2
Couhaib Driouech,1,0,34.36,0.08761329305135952,0.08926615553121581,5.055221227892031,2
Yannik Keitel,1,0,29.37,0.08232628398791542,0.08467962760131437,5.0683019241820375,2
Guélor Kanga,1,0,30.89,0.07930513595166164,0.09029299014238776,5.070511222014493,2
Casper Nielsen,1,0,31.62,0.07854984894259819,0.10138280394304494,5.06486952676109,2
El Bilal Touré,1,0,32.86,0.07779456193353475,0.0759857612267251,5.082559368654247,2
Endrick,1,0,33.29,0.07552870090634442,0.05798192771084338,5.098421002073727,2
Nicolò Zaniolo,1,0,31.28,0.06873111782477342,0.08091456736035049,5.096803936567188,2
Marco Brescianini,1,0,31.33,0.06646525679758308,0.08734939759036148,5.09703825523747,2
James McAtee,1,0,31.1,0.05362537764350453,0.05250547645125959,5.143963968217103,2
Ross Barkley,1,0,30.12,0.047583081570996985,0.042237130339539984,5.162127597022764,2
Nico González,1,0,30.26,0.04078549848942599,0.027861445783132537,5.184367356553514,2
Arthur Cabral,1,0,32.56,0.030211480362537766,0.03799288061336254,5.198184483701388,2
Senny Mayulu,1,0,32.44,0.0037764350453172203,0.0,5.273218243148124,2
Joshua Kimmich,0,6,32.23,0.9244712990936556,1.0,4.538056709529563,3
